box_12a_code	box_12b_code	box_12c_code	box_12d_code	box_15_1_state	box_15_2_state	box_1_wages	box_3_social_security_wages	box_4_social_security_tax_withheld	box_5_medicare_wages	box_6_medicare_wages_tax_withheld	box_7_social_security_tips	box_8_allocated_tips	box_10_dependent_care_benefits	box_11_nonqualified_plans	box_12a_value	box_12b_value	box_12c_value	box_12d_value	box_13_statutary_employee	box_13_retirement_plan	box_13_third_part_sick_pay	box_16_1_state_wages	box_17_1_state_income_tax	box_18_1_local_wages	box_19_1_local_income_tax	box_16_2_state_wages	box_17_2_state_income_tax	box_18_2_local_wages	box_19_2_local_income_tax	box_2_federal_tax_withheld	anomaly_consensus	cluster	box_15_1_state
P	None	P	None	MO	GA	99405.75	100677.38	7701.82	86648.41	2512.8	100677.38	86648.41	144	168	9885	276	306	851	0	0	0	48301.87	4892.82	115396.29	16328.32	54012.96	3664.81	108762.18	13014.43	35112.82	False	1	MO
None	D	None	G	WA	WY	116920.39	142950.44	10935.71	142535.74	4133.54	142950.44	142535.74	152	108	4834	693	805	369	1	1	0	58586.71	2405.52	150462.83	12287.86	54233.95	3280.6	118160.0	23321.36	16701.06	False	4	WA
P	None	H	P	UT	MA	86259.77	109647.41	8388.03	62816.18	1821.67	109647.41	62816.18	152	126	4063	667	451	867	0	1	1	44031.14	2246.71	94329.98	12410.83	42289.68	2364.95	68194.68	10631.68	29047.98	False	1	UT
G	None	D	D	NH	CT	162399.96	152708.75	11682.22	125140.19	3629.07	152708.75	125140.19	114	253	2630	642	129	932	0	0	0	82194.09	6054.42	203463.98	30100.59	73750.88	8968.34	146978.16	23914.34	44424.55	False	4	NH
H	None	None	P	AR	TX	169293.5	201054.81	15380.69	188627.92	5470.21	201054.81	188627.92	142	278	7995	568	629	972	1	0	0	81674.38	4787.19	194776.89	32929.0	86943.7	5827.66	141381.26	20740.99	21273.49	False	3	AR
E	E	D	None	MN	NH	241004.38	285563.74	21845.63	303379.97	8798.02	285563.74	303379.97	239	161	3401	281	398	249	0	0	0	113132.81	9895.37	256382.15	40836.11	109462.68	6528.79	257691.93	39422.04	36456.13	True	3	MN
D	None	P	G	FL	KS	245669.28	294396.72	22521.35	207643.21	6021.65	294396.72	207643.21	113	176	6130	373	948	201	0	0	0	111309.33	8510.71	290147.46	45285.0	110917.7	7539.1	277726.12	37599.11	56028.06	False	3	FL
None	P	P	None	IL	FL	145873.46	103458.71	7914.59	147467.05	4276.54	103458.71	147467.05	265	254	8823	270	716	668	0	0	1	77377.95	5310.34	131780.72	17245.8	74345.03	6107.06	104033.27	28882.03	36215.89	False	4	IL
None	None	E	None	NJ	NM	243484.28	249013.94	19049.57	292858.55	8492.9	249013.94	292858.55	195	181	5857	760	951	564	1	0	0	117944.27	11365.73	211458.88	26114.78	127879.9	9159.33	225985.53	37374.94	38997.43	False	3	NJ
D	None	None	P	OR	TN	122082.5	103744.42	7936.45	150593.74	4367.22	103744.42	150593.74	179	214	9896	577	316	514	1	0	0	58008.0	4379.43	144410.3	12686.44	57015.39	5333.71	89120.94	20688.98	37381.2	False	4	OR
None	G	G	E	OR	NM	210199.93	246042.33	18822.24	195789.27	5677.89	246042.33	195789.27	262	282	7329	268	762	473	1	1	1	110473.36	8864.31	192337.31	25048.42	101410.26	8430.64	233527.81	40739.14	51601.46	False	3	OR
P	None	D	None	DE	TX	196649.75	225215.79	17229.01	231056.3	6700.63	225215.79	231056.3	274	222	9158	961	962	985	1	1	1	97607.49	5494.23	236179.53	33403.37	90241.65	7000.56	187214.95	33918.43	51022.51	False	3	DE
None	H	G	None	OR	MA	215600.12	212041.45	16221.17	170479.2	4943.9	212041.45	170479.2	146	249	6950	324	732	748	1	0	0	103189.39	8839.49	160090.51	39995.77	113632.8	13197.66	174497.56	39055.34	79244.39	False	5	OR
G	E	D	None	MD	AL	159404.67	196694.69	15047.14	151373.45	4389.83	196694.69	151373.45	109	248	8106	260	783	227	0	0	0	84886.23	7950.94	181346.1	26208.56	82963.62	7098.93	200683.29	30178.61	49581.87	False	3	MD
E	E	E	None	NM	MI	133415.63	131386.77	10051.09	161973.07	4697.22	131386.77	161973.07	141	148	5679	454	358	881	1	0	1	60228.5	5151.77	150652.41	26081.29	72629.38	5559.67	161797.53	23908.98	25820.46	False	4	NM
H	None	D	P	CO	VT	164952.86	124223.03	9503.06	159785.57	4633.78	124223.03	159785.57	145	287	5185	501	714	350	0	0	0	86000.6	9658.73	192831.72	16691.25	90708.98	8941.43	200926.1	24700.35	39651.3	False	4	CO
D	P	None	H	IA	AL	249465.17	304599.31	23301.85	233787.23	6779.83	304599.31	233787.23	290	271	6229	251	360	105	0	0	0	131722.03	9553.56	178504.94	41871.72	132425.88	9017.55	236175.28	29813.46	72609.39	True	3	IA
None	D	None	None	SD	GA	219459.22	219384.71	16782.93	208047.54	6033.38	219384.71	208047.54	173	170	2572	280	317	964	0	0	0	99102.3	12119.11	257255.27	29134.63	120285.46	10785.53	169085.42	25323.34	25182.74	False	5	SD
None	None	H	E	MT	OK	174247.34	205374.05	15711.11	217680.67	6312.74	205374.05	217680.67	245	295	3805	808	726	216	0	0	1	93390.38	8223.98	226408.68	27851.77	86747.23	7675.29	211382.22	29485.27	30057.23	False	3	MT
H	None	None	None	TN	IL	61631.33	45119.89	3451.67	60387.16	1751.23	45119.89	60387.16	179	117	7020	176	445	478	1	1	0	31703.84	2245.78	77926.38	10776.88	31077.48	2672.27	60404.77	10326.72	17189.47	False	1	TN
None	None	D	None	AR	MS	212593.42	160472.84	12276.17	203822.02	5910.84	160472.84	203822.02	241	260	5938	508	516	413	1	1	1	110995.53	8026.82	262635.17	40982.69	112661.15	11631.69	157029.4	38715.94	45352.54	False	3	AR
D	G	D	None	CT	VA	80578.46	98254.33	7516.46	79929.37	2317.95	98254.33	79929.37	171	294	8562	315	906	529	1	0	1	38060.47	2035.36	86206.9	12072.68	42177.24	2247.24	95139.52	12704.25	16259.34	False	1	CT
None	None	P	None	NJ	DC	115874.92	144941.69	11088.04	104847.61	3040.58	144941.69	104847.61	267	110	5113	527	952	131	1	0	0	54276.94	4051.09	124161.38	19736.73	52310.43	4253.5	126371.61	12911.8	27944.27	False	4	NJ
None	None	H	D	NJ	OR	218187.56	212934.22	16289.47	176426.75	5116.38	212934.22	176426.75	129	239	3737	374	302	468	0	1	0	113504.79	13618.77	210360.55	43163.16	101703.03	14442.12	224799.5	28064.61	32950.71	False	5	NJ
None	P	None	None	CA	ME	68648.74	54370.69	4159.36	73651.52	2135.89	54370.69	73651.52	271	118	6271	234	909	687	1	0	0	32439.6	3836.16	69303.05	10908.32	31381.56	3233.88	67809.61	11308.84	10953.05	False	1	CA
D	None	None	None	IA	IA	223874.21	202364.95	15480.92	262264.79	7605.68	202364.95	262264.79	168	288	5517	602	802	641	0	1	1	110833.96	11930.24	222683.42	28186.93	121250.34	9861.3	210325.06	28990.02	24133.72	True	3	IA
D	E	H	None	WA	TN	99082.42	79541.39	6084.92	91257.95	2646.48	79541.39	91257.95	262	162	9157	636	266	578	0	1	0	53274.83	2713.74	92765.39	15816.5	47561.9	3570.1	99148.04	17017.7	10880.84	False	1	WA
G	None	E	H	DC	OK	240397.38	258280.03	19758.42	170109.44	4933.17	258280.03	170109.44	144	113	2897	863	623	315	0	0	1	108252.79	7342.3	197643.45	31870.49	111779.79	7421.49	174287.03	39104.29	53693.55	False	3	DC
None	E	None	H	KY	MO	144257.98	131689.55	10074.25	102700.65	2978.32	131689.55	102700.65	146	101	1889	617	851	361	0	0	1	72178.45	6201.24	169757.0	24506.84	76729.16	4972.73	173264.25	15594.74	35467.13	False	4	KY
None	G	P	H	TX	NE	50851.12	55192.13	4222.2	47105.6	1366.06	55192.13	47105.6	250	151	9793	337	563	913	0	0	0	23229.17	2239.12	37981.45	7785.35	24620.82	2801.76	58159.94	7183.65	7545.39	False	1	TX
E	None	None	D	UT	NE	197916.65	238067.73	18212.18	194719.36	5646.86	238067.73	194719.36	278	129	9532	774	643	911	0	0	1	94316.42	9414.67	209929.12	29562.54	105724.0	8493.24	192685.51	36038.69	71029.11	True	3	UT
D	D	E	None	SC	PA	203178.25	201841.32	15440.86	248961.97	7219.9	201841.32	248961.97	250	152	7199	693	743	111	0	0	0	103134.02	6701.99	145709.82	38734.57	92300.88	7348.87	261939.81	25231.16	27557.18	False	0	SC
None	None	None	H	OK	NH	171350.77	208310.31	15935.74	192491.74	5582.26	208310.31	192491.74	196	201	6783	303	716	478	1	0	0	94131.82	9065.0	214176.94	21233.12	92458.8	11443.69	165088.19	30103.24	43597.33	False	3	OK
G	None	P	None	OK	AR	125601.35	91426.53	6994.13	114734.38	3327.3	91426.53	114734.38	174	272	5028	934	644	291	0	1	0	68059.18	6564.04	111990.28	17626.47	67083.29	5579.64	122196.03	21483.14	31842.22	False	4	OK
None	None	E	E	NJ	CT	194840.92	197071.56	15075.97	153185.87	4442.39	197071.56	153185.87	246	252	2922	957	765	975	1	0	1	96218.93	5082.68	224399.96	30546.88	97534.67	4808.28	238498.98	33567.93	49603.51	False	4	NJ
None	P	D	None	WA	FL	184967.79	157480.35	12047.25	170638.09	4948.5	157480.35	170638.09	233	156	5377	774	432	993	0	0	0	87102.7	7298.97	210717.28	34203.03	83857.02	7862.71	196355.01	22953.83	33103.58	False	5	WA
D	None	None	P	OR	AL	107859.66	115214.2	8813.89	97311.39	2822.03	115214.2	97311.39	206	152	5980	514	353	269	0	0	0	51703.76	2569.78	101892.95	15324.63	53644.68	3017.36	89357.24	11246.86	18158.92	False	1	OR
E	E	None	None	SC	MT	190333.67	190622.85	14582.65	234786.31	6808.8	190622.85	234786.31	163	237	6916	427	768	237	1	0	1	104010.55	4213.21	208642.33	29611.15	103149.16	5187.39	215457.97	24630.46	30704.66	False	0	SC
H	H	None	P	MT	MO	156695.5	181657.24	13896.78	141041.36	4090.2	181657.24	141041.36	286	247	6166	358	456	520	1	0	0	79245.05	7330.55	198414.67	17265.8	86002.17	9808.64	139065.97	29436.55	24809.01	False	4	MT
G	P	P	P	DE	IL	241392.59	267117.82	20434.51	306128.09	8877.71	267117.82	306128.09	163	142	3614	529	547	256	1	0	0	127453.83	12408.17	189396.93	47188.52	123623.53	13317.86	185650.24	37336.26	80881.5	True	3	DE
None	None	H	None	LA	ND	146793.12	124306.93	9509.48	147042.25	4264.23	124306.93	147042.25	187	272	8831	105	563	432	1	0	0	78768.21	5062.9	175460.92	17698.81	69498.89	4367.14	138979.56	19917.96	37389.39	False	4	LA
D	None	D	None	UT	OK	66199.1	64996.65	4972.24	77582.94	2249.91	64996.65	77582.94	119	216	4274	565	582	638	0	0	0	33339.8	1533.89	81562.89	7976.01	31753.75	1842.6	51668.93	9379.46	14740.87	False	1	UT
None	E	E	E	MD	LA	85137.86	72513.17	5547.26	109436.76	3173.67	72513.17	109436.76	260	270	3481	451	283	797	0	1	0	43573.0	3741.01	110271.98	14667.4	45763.79	4139.18	74375.92	11307.46	21132.25	False	1	MD
D	None	None	None	VA	RI	96053.84	102776.14	7862.37	69105.6	2004.06	102776.14	69105.6	125	211	4075	760	511	390	0	0	1	44526.24	2835.2	102635.52	12523.72	49744.94	2331.08	78126.82	17469.98	26156.58	False	1	VA
G	D	None	D	SC	NJ	151210.16	192112.28	14696.59	165370.43	4795.74	192112.28	165370.43	206	288	1880	812	137	626	0	0	0	82314.18	5235.09	186343.38	24477.41	78978.72	6134.76	140184.38	17214.31	19370.91	False	0	SC
None	D	G	H	MD	GA	171925.52	134929.86	10322.13	175305.75	5083.87	134929.86	175305.75	285	193	9005	708	385	600	0	1	0	80167.02	7079.28	151394.23	17447.67	78941.16	7803.1	144194.52	31932.1	58403.92	False	4	MD
E	None	E	E	MO	UT	103784.0	133346.87	10201.04	96168.85	2788.9	133346.87	96168.85	103	145	9865	245	213	263	1	1	0	54228.83	3853.13	112371.14	18847.6	49574.14	5463.16	133408.08	14476.38	26385.45	False	4	MO
P	None	D	G	UT	OH	129705.9	104598.24	8001.77	106540.34	3089.67	104598.24	106540.34	289	194	9928	391	653	797	0	1	0	67153.53	3369.61	99263.68	23095.44	68890.08	3669.38	91182.97	15005.93	36648.35	False	4	UT
D	E	D	G	OR	NM	60834.74	76344.29	5840.34	75070.75	2177.05	76344.29	75070.75	121	171	2192	666	253	146	0	0	1	33062.09	1528.02	64621.1	9684.11	33331.67	2274.27	66690.62	11664.98	21288.46	False	1	OR
D	None	None	G	WY	PA	217609.55	219901.78	16822.49	171891.47	4984.85	219901.78	171891.47	275	144	6178	332	786	520	1	0	1	98976.49	5051.16	208812.83	34763.65	112983.43	7279.35	230071.46	43417.49	77151.38	False	3	WY
None	E	None	None	AK	ME	212827.19	212306.13	16241.42	240831.64	6984.12	212306.13	240831.64	261	261	4870	910	106	376	0	0	1	99604.22	6194.55	203314.96	33448.23	97986.9	7740.29	160023.88	42340.29	27426.96	False	5	AK
G	None	None	G	ID	RI	58086.13	47218.43	3612.21	68259.66	1979.53	47218.43	68259.66	273	207	2117	681	834	740	0	0	0	26408.26	3210.92	46539.96	9072.74	26511.03	3738.36	66657.69	11411.59	6308.64	False	1	ID
P	H	H	H	IA	LA	208435.55	204769.37	15664.86	212072.07	6150.09	204769.37	212072.07	223	144	1623	765	460	391	0	0	0	105874.51	9595.52	270596.72	29976.83	110125.26	8672.34	201911.81	23003.66	45882.37	False	3	IA
P	None	None	None	MN	TN	101543.94	120285.22	9201.82	72280.49	2096.13	120285.22	72280.49	125	278	4540	686	581	833	1	0	0	52414.82	3211.77	127645.55	15426.54	51736.73	2801.66	102137.58	12418.23	28039.11	False	2	MN
E	H	E	D	AZ	WV	193505.7	248044.03	18975.37	185501.35	5379.54	248044.03	185501.35	294	153	8725	712	443	697	1	0	1	88942.09	5188.44	207243.04	32078.71	105779.64	6301.06	171383.52	23413.75	38646.68	False	5	AZ
None	None	P	H	LA	CA	177471.45	213810.3	16356.49	125081.19	3627.35	213810.3	125081.19	183	183	3931	361	142	906	0	1	0	82220.69	6959.01	221263.2	30481.11	88774.04	8070.44	220957.4	31965.36	59722.44	False	3	LA
None	G	None	None	AZ	IL	113136.34	133626.8	10222.45	88732.52	2573.24	133626.8	88732.52	273	134	1756	436	245	523	0	0	0	53282.37	4048.43	108803.59	12683.02	51855.91	4216.63	145328.0	18747.61	25282.98	False	1	AZ
None	None	G	None	SD	FL	108612.51	99709.35	7627.77	89144.48	2585.19	99709.35	89144.48	269	127	3325	789	913	705	1	0	1	57081.58	2440.73	141038.34	16940.3	58218.61	3570.19	85394.96	16986.22	34237.84	False	1	SD
None	P	G	D	IL	IN	99728.84	103457.38	7914.49	91984.67	2667.56	103457.38	91984.67	297	171	9137	748	861	785	0	1	1	49095.67	3164.95	78673.46	12453.74	50274.58	3667.93	74139.88	16703.01	28570.92	False	1	IL
D	G	H	None	OK	NY	184544.54	205334.57	15708.09	169120.57	4904.5	205334.57	169120.57	169	228	8140	255	312	181	0	0	0	86323.89	7600.83	170798.94	32263.72	88960.94	6188.12	197836.47	29058.05	24252.06	False	3	OK
P	H	D	None	NJ	VA	60482.91	51538.07	3942.66	56818.85	1647.75	51538.07	56818.85	170	228	6279	880	128	664	1	0	0	30572.14	2716.5	62583.76	10343.33	31003.73	3273.63	60439.35	7201.7	21260.87	False	1	NJ
None	H	D	None	DC	PA	209472.7	204903.97	15675.15	205266.66	5952.73	204903.97	205266.66	290	198	3250	776	296	324	1	1	1	108066.16	6980.31	184643.29	34004.9	109487.28	7741.85	161025.64	30106.89	29981.44	False	5	DC
None	H	D	P	OH	MS	213063.63	209493.73	16026.27	160076.37	4642.21	209493.73	160076.37	217	221	9136	925	413	693	1	0	0	108856.48	10147.3	251690.79	41211.16	115993.02	7834.17	187846.46	32387.43	57633.41	False	5	OH
None	None	None	E	MT	CA	121548.51	102659.75	7853.47	113262.85	3284.62	102659.75	113262.85	133	165	5890	967	672	639	0	0	1	60716.78	4089.06	113475.85	19746.58	61439.2	6319.93	130469.34	20203.81	31635.83	False	4	MT
P	P	E	D	AR	OK	152256.01	111673.14	8543.0	124315.11	3605.14	111673.14	124315.11	182	294	1441	680	155	827	0	0	0	82210.38	3798.86	194150.07	23305.82	74931.11	3150.76	196710.67	29172.14	19645.83	False	4	AR
None	H	E	G	KS	MN	210325.45	247797.13	18956.48	220635.43	6398.43	247797.13	220635.43	152	249	7921	945	688	932	1	1	1	105342.78	8206.88	156177.25	41365.55	99029.24	8822.96	269280.06	35278.57	62172.84	True	5	KS
D	G	D	E	NE	OK	84642.47	100675.57	7701.68	78702.73	2282.38	100675.57	78702.73	186	209	8968	292	319	561	1	0	0	41365.95	1610.86	94827.53	15730.46	39699.78	1927.94	72891.58	13323.46	23461.31	False	1	NE
E	None	E	None	KY	VT	211420.68	194354.61	14868.13	150854.9	4374.79	194354.61	150854.9	187	183	1599	227	827	327	0	0	1	110854.49	12371.4	249696.47	24780.9	108714.7	10706.76	220939.78	27471.51	59709.02	False	3	KY
None	E	P	D	CA	MS	159477.73	164324.33	12570.81	153830.36	4461.08	164324.33	153830.36	151	195	4430	879	134	382	0	1	1	82794.16	7111.61	144641.93	21898.86	83308.71	8714.27	141053.37	29267.54	47563.91	False	5	CA
None	P	None	None	MS	UT	185345.01	141701.2	10840.14	205330.11	5954.57	141701.2	205330.11	299	137	5287	122	786	971	0	1	1	89755.05	3652.75	206508.78	24019.99	89303.24	4125.65	179160.91	19217.16	24699.25	False	5	MS
E	P	D	None	ME	SC	217188.64	172653.46	13207.99	162824.23	4721.9	172653.46	162824.23	245	129	2939	928	567	577	0	0	0	100555.98	10914.53	218065.33	43301.28	118747.8	11128.81	189269.88	22307.05	53631.44	False	5	ME
None	D	D	G	NY	AL	164114.04	168170.65	12865.05	144223.64	4182.49	168170.65	144223.64	243	148	7679	631	257	174	1	0	1	85842.92	10562.64	125722.5	29064.86	87433.58	9045.25	194727.97	21054.61	16665.25	False	5	NY
H	None	None	H	SC	NM	132139.73	144951.29	11088.77	157439.24	4565.74	144951.29	157439.24	110	112	1437	195	263	731	1	0	0	62926.02	4452.73	133460.51	19197.34	59690.7	5774.35	106078.18	16252.28	37450.26	False	0	SC
None	E	H	None	TN	DC	149730.3	109721.0	8393.66	110210.65	3196.11	109721.0	110210.65	180	153	6172	480	893	442	0	0	1	77721.04	5236.73	157414.32	22337.53	81522.94	4190.28	188027.58	20416.86	27337.81	False	4	TN
H	G	None	None	NE	NJ	186275.12	194004.0	14841.31	240612.05	6977.75	194004.0	240612.05	260	294	4187	643	569	348	0	0	0	93272.4	7036.36	158112.38	25594.29	91223.71	5016.23	138726.32	36841.53	40460.6	False	3	NE
None	E	None	P	NJ	OR	95284.22	68087.56	5208.7	87950.15	2550.55	68087.56	87950.15	201	280	6941	263	368	448	0	0	0	48335.48	3936.16	97753.62	18950.0	47005.86	5181.93	74763.58	17675.66	31219.72	False	1	NJ
E	G	H	None	RI	MS	182315.78	235213.95	17993.87	193257.49	5604.47	235213.95	193257.49	122	174	6859	311	756	415	0	1	0	90132.64	7532.9	193574.53	23039.27	96851.28	8793.31	192632.42	22494.84	36502.26	False	5	RI
None	H	D	None	ND	WI	88798.14	70650.69	5404.78	112023.34	3248.68	70650.69	112023.34	190	168	9414	536	595	351	0	0	0	42272.71	4649.12	67315.0	10584.15	45204.33	4347.63	111391.22	10231.93	29259.09	False	1	ND
H	None	None	G	UT	MI	46557.75	36459.84	2789.18	38957.01	1129.75	36459.84	38957.01	219	239	1099	612	395	893	1	1	1	25557.08	1059.68	46039.23	5216.41	23774.27	1256.56	57737.26	4980.85	13923.81	False	1	UT
None	H	None	G	HI	WA	241845.87	204568.36	15649.48	284976.82	8264.33	204568.36	284976.82	165	190	6597	165	731	115	0	1	1	118358.04	13423.68	309928.66	26694.3	116343.73	10883.25	233257.94	45291.64	76476.12	True	5	HI
None	G	None	D	FL	CT	121790.02	120810.02	9241.97	127688.24	3702.96	120810.02	127688.24	231	127	6928	800	288	954	0	0	1	55135.61	3140.71	129045.19	17091.06	65344.7	2099.97	138913.41	14460.48	26670.47	False	4	FL
None	D	H	P	DC	AZ	198596.16	239219.22	18300.27	167216.57	4849.28	239219.22	167216.57	298	241	9755	943	824	801	0	1	0	93283.34	6023.89	140658.44	25689.28	106022.91	8189.81	156099.0	23527.26	66418.79	True	5	DC
E	G	D	None	NH	MO	43983.84	50658.07	3875.34	56989.85	1652.71	50658.07	56989.85	144	124	7487	687	448	798	0	1	0	20541.81	1623.62	32958.74	6953.42	21816.1	2331.98	34051.82	7390.72	13039.82	False	1	NH
H	D	P	None	NE	LA	119945.48	154205.18	11796.7	151758.58	4401.0	154205.18	151758.58	224	180	7619	614	906	526	0	1	0	59487.6	3992.51	118927.73	22699.14	61234.89	5369.4	138014.21	12658.75	30953.24	False	4	NE
None	None	G	None	ME	AZ	142227.01	143599.89	10985.39	107403.9	3114.71	143599.89	107403.9	210	290	8095	824	128	603	1	0	1	71163.12	3061.16	151153.2	16005.9	74931.48	2668.88	181953.32	18057.47	17246.57	False	4	ME
None	None	E	H	SC	DE	58556.7	53712.85	4109.03	43306.6	1255.89	53712.85	43306.6	171	269	1687	900	465	420	0	0	0	29947.26	2596.48	46136.33	6458.01	30238.51	2382.36	71774.91	9501.85	13458.29	False	1	SC
None	None	None	D	WI	VA	128514.44	129335.32	9894.15	128298.44	3720.65	129335.32	128298.44	171	215	2403	903	728	838	1	0	0	65859.76	3498.41	145216.19	15482.89	63868.65	2557.39	98894.99	23434.8	16151.86	False	4	WI
G	P	None	P	KY	RI	249294.68	257485.59	19697.65	201248.39	5836.2	257485.59	201248.39	277	285	1442	993	764	309	0	0	1	121895.51	10255.43	195735.96	28186.37	121920.31	10351.79	251732.97	32357.07	62553.95	False	3	KY
P	E	None	P	CA	ND	231150.33	237241.76	18148.99	199270.25	5778.84	237241.76	199270.25	292	261	7728	148	368	105	0	0	0	116392.98	5035.68	191712.25	26101.16	116757.86	4177.67	242735.01	24797.71	54310.56	False	5	CA
H	G	D	P	FL	ID	241497.96	238147.65	18218.3	239654.69	6949.99	238147.65	239654.69	143	250	8550	183	124	134	1	0	0	118178.89	9674.32	251300.25	37181.47	121408.32	13314.48	183328.49	29862.86	50726.38	False	3	FL
E	H	E	None	CA	HI	135003.19	156923.27	12004.63	135450.08	3928.05	156923.27	135450.08	132	240	5012	597	516	487	0	1	0	62059.34	5979.58	103662.25	13582.47	65369.87	5604.12	97950.91	14456.25	16955.5	False	4	CA
E	H	None	None	ND	MA	100812.64	119588.93	9148.55	92912.02	2694.45	119588.93	92912.02	169	213	1942	978	818	805	0	1	1	54709.53	4109.24	92743.05	10857.74	51157.55	3148.51	105544.75	18678.72	14993.92	False	1	ND
E	None	H	None	SD	IN	76756.9	80683.94	6172.32	82833.2	2402.16	80683.94	82833.2	112	144	6926	535	141	436	0	0	0	38595.06	3434.32	80485.34	9109.57	36104.87	4712.13	82144.29	8851.62	8396.32	False	1	SD
D	None	H	None	UT	WA	120482.1	112956.74	8641.19	107949.52	3130.54	112956.74	107949.52	220	103	1330	541	825	309	0	0	0	55202.06	2871.86	123215.36	12735.76	57852.39	3392.25	126453.8	19595.92	32755.05	False	4	UT
None	H	None	D	MO	NE	232176.58	247623.99	18943.24	246232.97	7140.76	247623.99	246232.97	208	211	6998	724	719	362	0	0	0	108178.4	9767.15	215970.43	44331.39	106462.89	10859.36	251309.34	32359.64	75249.03	False	5	MO
E	D	None	None	HI	AZ	148930.94	152472.19	11664.12	126587.76	3671.05	152472.19	126587.76	165	235	8847	708	262	523	1	1	0	75641.71	5982.79	116769.7	22213.3	69760.46	6990.36	112029.96	25621.71	32743.8	False	4	HI
D	G	H	P	ND	WV	108883.05	114129.76	8730.93	130483.29	3784.02	114129.76	130483.29	101	241	3146	146	160	417	1	0	0	49566.21	6511.5	89926.12	18754.15	55826.63	6928.92	134507.23	18853.99	20642.89	False	4	ND
H	E	None	None	MO	WY	214024.42	248305.16	18995.34	176731.12	5125.2	248305.16	176731.12	219	116	6434	837	207	112	0	0	0	106362.02	4208.52	258356.85	37671.98	107914.69	4708.91	245575.67	35961.34	68750.47	False	5	MO
None	P	G	D	ME	ME	218631.41	249050.35	19052.35	172254.44	4995.38	249050.35	172254.44	252	133	7177	122	313	919	0	0	1	99994.38	10478.09	165067.13	32580.6	100717.23	10410.7	276404.96	25291.12	56471.15	False	5	ME
G	D	H	H	PA	HI	198447.24	193300.29	14787.47	254678.27	7385.67	193300.29	254678.27	227	283	3757	472	636	412	1	1	0	91569.47	12296.1	146806.65	37056.41	96497.68	12542.26	179607.37	35119.22	67632.07	True	3	PA
H	P	None	P	NH	DE	131106.44	110780.05	8474.67	160058.45	4641.7	110780.05	160058.45	251	115	9413	552	355	973	0	0	0	66934.44	3393.43	138673.12	24524.7	65901.92	3280.26	150588.26	15879.94	34367.93	False	4	NH
None	H	None	P	WI	SC	130803.51	132594.37	10143.47	127424.23	3695.3	132594.37	127424.23	173	181	1192	320	214	463	0	1	1	59863.27	2723.68	104813.64	18487.99	69205.11	2859.43	96532.77	24505.78	16779.87	False	4	WI
P	None	None	None	MA	LA	77359.35	70240.15	5373.37	65777.31	1907.54	70240.15	65777.31	130	206	8917	869	853	238	0	0	0	36264.04	1631.69	60514.08	8237.41	34825.89	1453.65	96159.95	10359.21	17249.43	False	1	MA
None	G	D	E	NE	SC	44091.09	41917.17	3206.66	55865.26	1620.09	41917.17	55865.26	244	164	8646	884	269	144	1	1	0	22479.25	2377.22	40582.44	7228.95	23311.69	1873.4	32161.05	8630.78	7515.52	False	1	NE
H	P	P	G	MI	NV	181403.95	173430.96	13267.47	212394.61	6159.44	173430.96	212394.61	158	237	5950	339	807	941	1	0	1	94375.72	8589.05	171762.01	23261.75	82746.73	7206.4	191421.79	31045.97	56253.65	True	3	MI
P	None	H	None	DC	AR	113702.01	126620.14	9686.44	101090.31	2931.62	126620.14	101090.31	193	264	3946	157	346	761	0	0	1	59415.17	2166.55	146169.1	16868.31	61213.48	2067.51	85601.39	11534.69	36557.15	False	4	DC
E	None	H	None	ND	HI	94391.09	69885.36	5346.23	66117.49	1917.41	69885.36	66117.49	175	105	8535	329	359	651	0	0	0	43843.23	6477.89	95571.44	11156.09	45960.59	6423.28	78560.33	11048.82	18689.42	False	1	ND
